field_id,label,widget_id,type,data_type,category,subcategory,slot_group,slot_index,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
county_name,County Name,,text,text,case_constant,county_name,,,0,green,Y,,,case_dict.county_name,populate_from_case_dict
docket_no,Docket No,,text,docket_number,case_constant,docket_no,,,0,green,Y,,,case_dict.docket_no,populate_from_case_dict
decedent_name,Decedent Name,,text,text,case_constant,decedent_name,,,0,green,Y,,,case_dict.decedent_name,populate_from_case_dict
personal_representative_names,Personal Representative Names,,text,person_name,party_attr,personal_representative,,,8,green,Y,,,personal_representative_record.personal_representative,
personal_representative_address,Personal Representative Address,W005,text,address,party_attr,personal_representative,,,0,green,Y,,,personal_representative_record.personal_representative,
surety_1_name,Surety 1 Name,,text,text,narrative_derived,repeating_slot,surety,1,20,yellow,,Y,,llm_over_narrative,
surety_1_city_state,Surety 1 City State,,text,text,narrative_derived,repeating_slot,surety,1,20,yellow,,Y,,llm_over_narrative,
surety_2_name,Surety 2 Name,,text,text,narrative_derived,repeating_slot,surety,2,20,yellow,,Y,,llm_over_narrative,
surety_2_city_state,Surety 2 City State,,text,text,narrative_derived,repeating_slot,surety,2,20,yellow,,Y,,llm_over_narrative,
penal_sum_numeric,Penal Sum Numeric,,currency,currency,narrative_derived,bond_amount,,,5,green,,Y,,llm_over_narrative,"value_range(1, *)"
penal_sum_words,Penal Sum Words,,text,text,narrative_derived,bond_amount_words,,,5,green,,Y,,llm_over_narrative,
condition_personal_rep_name,Condition Personal Rep Name,,text,person_name,party_attr,personal_representative,,,8,green,Y,,,personal_representative_record.personal_representative,
condition_decedent_name,Condition Decedent Name,,text,person_name,party_attr,decedent,,,0,green,Y,,,decedent_record.decedent,
condition_decedent_residence,Condition Decedent Residence,,text,address,narrative_derived,address,,,5,green,,Y,,llm_over_narrative,
bond_date,Bond Date,,date,date,signature,bond_signed_date,,,5,green,,,Y,wet_ink,
witness_for_personal_rep,Witness For Personal Rep,,text,person_name,party_attr,witness,,,0,green,Y,,,witness_record.witness,
personal_rep_signature,Personal Rep Signature,,text,signature,signature,personal_rep_signature,,,5,green,,,Y,wet_ink,
witness_for_co_personal_rep,Witness For Co Personal Rep,,text,person_name,party_attr,witness,,,0,green,Y,,,witness_record.witness,
co_personal_rep_signature,Co Personal Rep Signature,,text,signature,signature,co_personal_rep_signature,,,5,green,,,Y,wet_ink,
surety_1_signature,Surety 1 Signature,,text,signature,signature,surety_1_signature,,,5,green,,,Y,wet_ink,
witness_for_surety_1,Witness For Surety 1,,text,text,narrative_derived,repeating_slot,witness_for,1,48,orange,,Y,,llm_over_narrative,
witness_for_surety_2,Witness For Surety 2,,text,text,narrative_derived,repeating_slot,witness_for,2,20,yellow,,Y,,llm_over_narrative,
surety_2_signature,Surety 2 Signature,,text,signature,signature,surety_2_signature,,,5,green,,,Y,wet_ink,
personal_property_gross_value,Personal Property Gross Value,,currency,currency,narrative_derived,free_form_total,,,5,green,,Y,,llm_over_narrative,
personal_property_surety_1_name,Personal Property Surety 1 Name,,text,text,narrative_derived,repeating_slot,personal_property_surety,1,20,yellow,,Y,,llm_over_narrative,
personal_property_surety_2_name,Personal Property Surety 2 Name,,text,text,narrative_derived,repeating_slot,personal_property_surety,2,20,yellow,,Y,,llm_over_narrative,
personal_property_surety_1_description,Personal Property Surety 1 Description,,text,text,narrative_derived,repeating_slot,personal_property_surety,1,20,yellow,,Y,,llm_over_narrative,"dedupe_within(personal_property_surety_desc); cross_section_dedupe(real_property_surety_1_desc,real_property_surety_2_desc)"
personal_property_surety_2_description,Personal Property Surety 2 Description,,text,text,narrative_derived,repeating_slot,personal_property_surety,2,20,yellow,,Y,,llm_over_narrative,"dedupe_within(personal_property_surety_desc); cross_section_dedupe(real_property_surety_1_desc,real_property_surety_2_desc)"
real_property_gross_value,Real Property Gross Value,,currency,currency,narrative_derived,free_form_total,,,25,yellow,,Y,,llm_over_narrative,
real_property_surety_1_name,Real Property Surety 1 Name,,text,text,narrative_derived,repeating_slot,real_property_surety,1,20,yellow,,Y,,llm_over_narrative,
real_property_surety_2_name,Real Property Surety 2 Name,,text,text,narrative_derived,repeating_slot,real_property_surety,2,20,yellow,,Y,,llm_over_narrative,
real_property_surety_1_description_1,Real Property Surety 1 Description 1,,text,text,narrative_derived,repeating_slot,real_property_surety_1,1,20,yellow,,Y,,llm_over_narrative,"dedupe_within(real_property_surety_1_desc); cross_section_dedupe(personal_property_surety_desc,real_property_surety_2_desc)"
real_property_surety_2_description_1,Real Property Surety 2 Description 1,,text,text,narrative_derived,repeating_slot,real_property_surety_2,1,20,yellow,,Y,,llm_over_narrative,"dedupe_within(real_property_surety_2_desc); cross_section_dedupe(personal_property_surety_desc,real_property_surety_1_desc)"
real_property_surety_1_registry_county_1,Real Property Surety 1 Registry County 1,,text,text,narrative_derived,repeating_slot,real_property_surety_1_registry,1,20,yellow,,Y,,llm_over_narrative,
real_property_surety_2_registry_county_1,Real Property Surety 2 Registry County 1,,text,text,narrative_derived,repeating_slot,real_property_surety_2_registry,1,20,yellow,,Y,,llm_over_narrative,
real_property_surety_1_book_1,Real Property Surety 1 Book 1,,text,text,narrative_derived,repeating_slot,real_property_surety_1,1,20,yellow,,Y,,llm_over_narrative,
real_property_surety_1_page_1,Real Property Surety 1 Page 1,,text,text,narrative_derived,repeating_slot,real_property_surety_1,1,20,yellow,,Y,,llm_over_narrative,
real_property_surety_2_book_1,Real Property Surety 2 Book 1,,text,text,narrative_derived,repeating_slot,real_property_surety_2,1,20,yellow,,Y,,llm_over_narrative,
real_property_surety_2_page_1,Real Property Surety 2 Page 1,,text,text,narrative_derived,repeating_slot,real_property_surety_2,1,20,yellow,,Y,,llm_over_narrative,
real_property_surety_1_physical_address_1,Real Property Surety 1 Physical Address 1,,text,text,narrative_derived,repeating_slot,real_property_surety_1_physical,1,20,yellow,,Y,,llm_over_narrative,
real_property_surety_2_physical_address_1,Real Property Surety 2 Physical Address 1,,text,text,narrative_derived,repeating_slot,real_property_surety_2_physical,1,20,yellow,,Y,,llm_over_narrative,
real_property_surety_1_description_2,Real Property Surety 1 Description 2,,text,text,narrative_derived,repeating_slot,real_property_surety_1,2,20,yellow,,Y,,llm_over_narrative,"dedupe_within(real_property_surety_1_desc); cross_section_dedupe(personal_property_surety_desc,real_property_surety_2_desc)"
real_property_surety_2_description_2,Real Property Surety 2 Description 2,,text,text,narrative_derived,repeating_slot,real_property_surety_2,2,20,yellow,,Y,,llm_over_narrative,"dedupe_within(real_property_surety_2_desc); cross_section_dedupe(personal_property_surety_desc,real_property_surety_1_desc)"
real_property_surety_1_registry_county_2,Real Property Surety 1 Registry County 2,,text,text,narrative_derived,repeating_slot,real_property_surety_1_registry,2,20,yellow,,Y,,llm_over_narrative,
real_property_surety_2_registry_county_2,Real Property Surety 2 Registry County 2,,text,text,narrative_derived,repeating_slot,real_property_surety_2_registry,2,20,yellow,,Y,,llm_over_narrative,
real_property_surety_1_book_2,Real Property Surety 1 Book 2,,text,text,narrative_derived,repeating_slot,real_property_surety_1,2,20,yellow,,Y,,llm_over_narrative,
real_property_surety_1_page_2,Real Property Surety 1 Page 2,,text,text,narrative_derived,repeating_slot,real_property_surety_1,2,20,yellow,,Y,,llm_over_narrative,
real_property_surety_2_book_2,Real Property Surety 2 Book 2,,text,text,narrative_derived,repeating_slot,real_property_surety_2,2,20,yellow,,Y,,llm_over_narrative,
real_property_surety_2_page_2,Real Property Surety 2 Page 2,,text,text,narrative_derived,repeating_slot,real_property_surety_2,2,20,yellow,,Y,,llm_over_narrative,
real_property_surety_1_physical_address_2,Real Property Surety 1 Physical Address 2,,text,text,narrative_derived,repeating_slot,real_property_surety_1_physical,2,20,yellow,,Y,,llm_over_narrative,
affidavit_surety_1_name,Affidavit Surety 1 Name,,text,text,narrative_derived,repeating_slot,affidavit_surety,1,20,yellow,,Y,,llm_over_narrative,
affidavit_surety_1_signature,Affidavit Surety 1 Signature,,text,signature,signature,affidavit_surety_1_signature,,,5,green,,,Y,wet_ink,
affidavit_surety_1_county,Affidavit Surety 1 County,,text,text,narrative_derived,repeating_slot,affidavit_surety,1,20,yellow,,Y,,llm_over_narrative,
affidavit_surety_1_date,Affidavit Surety 1 Date,,date,date,narrative_derived,repeating_slot,affidavit_surety,1,20,yellow,,Y,,llm_over_narrative,
affidavit_surety_1_appearance_name,Affidavit Surety 1 Appearance Name,,text,text,narrative_derived,repeating_slot,affidavit_surety,1,32,yellow,,Y,,llm_over_narrative,
affidavit_surety_1_notary_signature,Affidavit Surety 1 Notary Signature,,text,signature,signature,affidavit_surety_1_notary_signature,,,5,green,,,Y,wet_ink,
