form_id,category,field_name,field_type,page,nearby_label,confidence,x0,y0,x1,y1
AD-001,adoption,court_county,text,0,County:,0.9,89.6,85.5,198.1,104.0
AD-001,adoption,adoptee_location,text,0,LOCATION:,0.9,440.2,85.5,558.2,104.0
AD-001,adoption,case_number,text,0,Docket No.,0.9,104.8,100.0,198.1,118.5
AD-001,adoption,case_number_2,text,0,Docket No.,0.9,431.7,100.0,558.2,118.5
AD-001,adoption,adoptee_dhhs_and,checkbox,0,(DHHS) and:,0.7,81.0,638.0,94.6,651.5
AD-001,adoption,court_county_2,checkbox,0,Petitioner(s) reside in this county;,0.7,81.0,651.5,94.6,665.0
AD-001,adoption,court_county_3,checkbox,0,Adoptee resides or was born in this county;,0.7,81.0,665.0,94.6,678.5
AD-001,adoption,court_county_4,checkbox,0,An office of the agency that placed the adoptee for adoption or of DHHS is located in this county; or,0.7,81.0,678.5,94.6,692.0
AD-001,adoption,minor_b_the_adoptee_is_not_placed_by_a_license,checkbox,1,B. The adoptee IS NOT placed by a licensed child placing agency or DHHS and:,0.7,81.0,66.8,94.6,80.3
AD-001,adoption,court_county_5,checkbox,1,Adoptee resides in this county; and/or,0.7,81.0,80.3,94.6,93.5
AD-001,adoption,adoptee_5_adoptee_is_in_the_legal_custody_of_cho,checkbox,1,5. Adoptee is in the legal custody of (choose one):,0.7,72.0,119.0,85.5,132.5
AD-001,adoption,court_dhhs_pursuant_to_a_court_order_or_a_duly,checkbox,1,___________________________________________________ DHHS pursuant to a court order or a duly,0.7,72.0,145.0,85.5,158.5
AD-001,adoption,petitioner_petitioner_s_attach_all_documents_provin,checkbox,1,"Petitioner(s). Attach all documents proving legal custody, including divorce decrees or other court order;",0.7,72.0,171.3,85.5,184.8
AD-001,adoption,gal_other_attach_an_affidavit_with_an_explan,checkbox,1,Other. Attach an affidavit with an explanation of legal custody and all documents proving legal custody.,0.7,72.0,197.3,85.5,210.8
AD-001,adoption,adoptee_8_custody_proceedings_i_we_check_all_tha,checkbox,1,8. Custody Proceedings. I/We (check all that apply):,0.7,72.0,417.4,85.5,430.9
AD-001,adoption,adoptee_have_has_information_of_a_custody_procee,checkbox,1,have/has information of a custody proceeding concerning the adoptee pending in a court in Maine or some,0.7,72.0,447.4,85.5,460.9
AD-001,adoption,adoptee_know_s_of_a_person_not_a_party_to_this_c,radio,1,"know(s) of a person, not a party to this case, who has physical custody of the adoptee or claims to have",0.7,72.0,477.6,85.5,491.1
AD-001,adoption,adoptee_9_birth_record_or_delayed_birth_registra,checkbox,1,9. Birth Record or Delayed Birth Registration (CHOOSE ONE):,0.7,72.0,558.2,85.5,571.7
AD-001,adoption,adoptee_a_certified_copy_of_the_birth_record_of_,checkbox,1,A certified copy of the birth record of the adoptee is attached; or,0.7,72.0,571.7,85.5,585.2
AD-001,adoption,adoptee_option,checkbox,2,,0.7,85.5,66.8,99.1,80.3
AD-001,adoption,adoptee_option_2,checkbox,2,,0.7,87.5,123.8,101.1,137.3
AD-001,adoption,adoptee_full_name,text,2,Name of tribe:,0.9,175.1,156.0,558.2,175.0
AD-001,adoption,petitioner_please_note_the_petitioner_s_must_provid,text,2,PLEASE NOTE : The petitioner(s) must provide notice of this petition and the,0.9,175.6,168.8,252.1,187.8
AD-001,adoption,petitioner_description,radio,2,"The petitioner(s), at the time of this petition do(es) not yet know or have reason to know if the adoptee",0.7,90.1,289.1,103.6,302.6
AD-001,adoption,adoptee_dhhs_certificate_of_adoption_form_vs_9_t,checkbox,2,DHHS Certificate of Adoption (Form VS-9) to apply for an amended birth record with the Office,0.7,68.5,575.7,80.8,587.9
AD-001,adoption,adoptee_a_confidential_statement_form_ad_007_is_,checkbox,2,"A Confidential Statement Form (AD-007) is attached, providing background information",0.7,68.5,618.0,80.8,630.2
AD-001,adoption,petitioner_petitioner_s_acknowledge_s_that_upon_the,checkbox,2,"Petitioner(s) acknowledge(s) that, upon the filing of this petition, the Court is required to request",0.7,68.5,660.2,80.8,672.5
AD-001,adoption,adoptee_18_disbursements_choose_one,radio,3,18. Disbursements (CHOOSE ONE):,0.7,73.0,68.8,84.3,80.0
AD-001,adoption,petitioner_no_accounting_is_attached_because_the_pe,radio,3,No accounting is attached because the petitioner(s) is/are a blood relative or the adoptee is an,0.7,72.0,95.5,86.8,110.0
AD-001,adoption,adoptee_and_understanding_and_after_thoughtful_c,radio,3,"and understanding, and after thoughtful consideration (CHOOSE ONE):",0.7,73.0,207.8,84.3,219.1
AD-001,adoption,petitioner_the_petitioner_s_intend_s_to_share_infor,radio,3,The petitioner(s) intend(s) to share information about the adoptee with the birth/legal parent(s),0.7,73.0,235.3,84.3,246.6
AD-001,adoption,adoptee_i_we_acknowledge_that_i_we_have_been_inf,radio,3,I/We acknowledge that I/we have been informed of the existence of the adoption registry and the,0.7,68.5,333.4,80.8,345.6
AD-001,adoption,adoptee_i_we_acknowledge_that_the_adoptee_may_in,radio,3,I/We acknowledge that the adoptee may inherit from birth parents and birth parents’ kin only if,0.7,68.5,375.6,79.8,386.9
AD-001,adoption,parent_a_if_known_the_birth_parents,checkbox,3,A. IF KNOWN: The birth parents,0.7,237.6,472.1,249.9,484.4
AD-001,adoption,adoptee_have,checkbox,3,have,0.7,280.9,472.1,293.1,484.4
AD-001,adoption,petitioner_b_petitioners,checkbox,3,B. Petitioners,0.7,140.8,520.2,153.1,532.4
AD-001,adoption,adoptee_request,checkbox,3,request,0.7,196.3,520.2,208.6,532.4
AD-001,adoption,minor_the_adoptee_is_a_special_needs_child_as_,checkbox,3,The adoptee is a special needs child as defined in 18-C M.R.S. § 9-401(2) and (4) for purposes of,0.7,68.5,562.4,80.8,574.7
AD-001,adoption,adoptee_this_adoption_is_being_funded_under_the_,checkbox,3,This adoption is being funded under the Adoption Assistance Program. An explanation of this,0.7,68.5,618.7,79.8,630.0
AD-001,adoption,adoptee_address_state,radio,3,"A written statement relating to the adoptee’s cultural, ethnic, or racial background is attached.",0.7,68.5,660.2,79.8,671.5
AD-001,adoption,minor_i_we_acknowledge_s_and_represent_s_that_,radio,3,I/We acknowledge(s) and represent(s) that I/we intend to establish a parent-child,0.7,68.5,687.7,79.8,699.0
AD-001,adoption,minor_this_petition_is_for_the_adoption_of_a_m,checkbox,4,"This petition is for the adoption of a minor child, and in accordance with 18-C M.R.S. § 9-",0.7,68.5,55.0,79.8,66.3
AD-001,adoption,petitioner_full_name,text,4,"WHEREFORE, the petitioner(s) pray(s) that the Court grant the adoption and change the name of the",0.7,54.0,120.4,454.0,137.5
AD-001,adoption,adoptee_full_name_2,text,4,Name:,0.9,85.5,158.8,261.1,177.3
AD-001,adoption,adoptee_full_name_3,text,4,Name:,0.9,370.6,158.8,560.0,177.3
AD-001,adoption,adoptee_address_street,text,4,Address:,0.9,91.1,170.8,261.1,189.3
AD-001,adoption,adoptee_address_street_2,text,4,Address:,0.9,380.1,170.8,560.0,189.3
AD-001,adoption,adoptee_address_street_3,text,4,Address:,0.9,90.6,182.8,261.1,201.3
AD-001,adoption,adoptee_address_street_4,text,4,Address:,0.9,379.6,182.8,560.0,201.3
AD-001,adoption,adoptee_phone,text,4,Phone Number:,0.9,117.6,194.8,261.1,213.3
AD-001,adoption,adoptee_phone_2,text,4,Phone Number:,0.9,405.7,194.8,560.0,213.3
AD-001,adoption,adoptee_phone_3,text,4,Phone Number:,0.9,117.1,206.8,261.1,225.3
AD-001,adoption,adoptee_phone_4,text,4,Phone Number:,0.9,405.2,206.8,560.0,225.3
AD-001,adoption,adoptee_email,text,4,Email:,0.9,84.8,218.8,261.1,237.3
AD-001,adoption,adoptee_email_2,text,4,Email:,0.9,369.9,218.8,560.0,237.3
AD-001,adoption,attorney_signature,signature,4,Signature of Attorney and Maine Bar Registration Number,0.9,44.0,246.8,261.1,265.3
AD-001,adoption,adoptee_full_name_4,text,4,Name:,0.9,85.5,270.4,261.1,288.9
AD-001,adoption,adoptee_address_street_5,text,4,Address:,0.9,91.1,282.4,261.1,300.9
AD-001,adoption,adoptee_address_street_6,text,4,Address:,0.9,90.6,294.4,261.1,312.9
AD-001,adoption,adoptee_phone_5,text,4,Phone Number:,0.9,117.6,306.4,261.1,324.9
AD-001,adoption,adoptee_phone_6,text,4,Phone Number:,0.9,117.1,318.4,261.1,336.9
AD-001,adoption,adoptee_email_3,text,4,Email:,0.9,84.8,330.4,261.1,348.9
AD-003,adoption,court_county,text,0,County:,0.9,92.6,71.3,234.0,89.8
AD-003,adoption,adoptee_location,text,0,Location:,0.9,424.1,71.3,558.0,89.8
AD-003,adoption,case_number,text,0,Docket No.,0.9,109.2,85.2,234.0,103.7
AD-003,adoption,case_number_2,text,0,Docket No.,0.9,436.3,85.2,558.0,103.7
AD-003,adoption,adoptee_full_name,text,0,Name of Adoptee,0.9,44.9,140.6,270.0,159.1
AD-003,adoption,adoptee_full_name_2,text,0,Name of Adoptee,0.7,44.9,176.4,444.9,215.8
AD-004,adoption,minor_middle_name,radio,0,"This matter involves an adoption petition filed pursuant to 18-C M.R.S. § 9-301, and the minor adoptee",0.7,55.0,230.1,65.3,240.3
AD-004,adoption,petitioner_5_i_hereby_consent_to_my_adoption_by_the,radio,0,5. I hereby consent to my adoption by the petitioner(s),0.7,322.4,373.9,332.7,384.1
AD-004,adoption,adoptee_this_matter_involves_a_confirmatory_adop,checkbox,0,"This matter involves a confirmatory adoption petition filed pursuant to 18-C M.R.S. § 9-316, and the",0.7,55.0,399.1,65.3,409.4
AD-005,adoption,adoptee_full_name,text,0,Name of Adoptee,0.7,45.0,176.1,445.0,213.8
AD-005,adoption,adoptee_i,text,0,"I,",0.9,60.5,208.8,198.1,227.3
AD-005,adoption,minor_i_want_the_adoption_decree_to_allow_my_c,checkbox,0,I want the adoption decree to allow my child to inherit from me. 18-C M.R.S. § 9-308(6)(A).,0.7,90.1,354.6,103.6,368.1
AD-005,adoption,minor_this_consent_is_being_signed_at_least_72,checkbox,0,"This consent is being signed at least 72 hours after my child’s birth or, if the Indian Child Welfare Act",0.7,90.1,444.1,103.6,457.6
AD-005,adoption,minor_i_have_been_provided_or_was_offered_and_,checkbox,0,"I have been provided, or was offered and refused, counseling by a licensed child placing agency or the",0.7,90.1,503.1,103.6,516.7
AD-005,adoption,parent_the_court_has_explained_my_parental_righ,checkbox,0,The Court has explained my parental rights and responsibilities and the consequences of this consent;,0.7,90.1,554.7,103.6,568.2
AD-005,adoption,adoptee_i_have_been_provided_information_about_t,checkbox,0,I have been provided information about the existence of the State of Maine adoption registry and the,0.7,90.1,580.7,103.6,594.2
AD-005,adoption,court_the_court_determines_that_this_consent_h,checkbox,0,The Court determines that this consent has been duly executed and was given freely after I was,0.7,90.1,619.5,103.6,633.0
AD-005,adoption,minor_the_court_determines_that_this_consent_i,checkbox,0,The Court determines that this consent is in the child’s best interest.,0.7,90.1,658.5,103.6,671.7
AD-005,adoption,court_county,text,1,", COUNTY",0.9,54.0,156.0,162.1,174.5
AD-005,adoption,adoptee_full_name_2,text,1,Personally appeared the above-named,0.9,223.9,181.3,378.2,199.8
AD-005,adoption,adoptee_date_signed,date,1,Dated:,0.9,83.3,231.8,162.1,250.3
AD-005,adoption,court_county_2,text,1,"Judge, Probate Court / District Court",0.9,342.1,231.8,558.2,250.3
AD-005,adoption,adoptee_date_signed_2,date,1,Dated:,0.9,83.3,345.6,162.1,364.1
AD-005,adoption,court_county_3,text,1,"Judge, Probate Court / District Court",0.9,342.1,345.6,558.2,364.1
AD-006,adoption,adoptee_i,text,0,"I,",0.9,60.5,222.6,198.1,241.1
AD-006,adoption,minor_i_want_the_adoption_decree_to_allow_my_c,checkbox,0,I want the adoption decree to allow my child to inherit from me. 18-C M.R.S. § 9-308(6)(A).,0.7,90.1,368.4,103.6,381.9
AD-006,adoption,adoptee_i_have_followed_the_procedure_required_t,text,0,I have followed the procedure required to make a consent valid in,0.9,398.4,452.1,558.2,470.6
AD-006,adoption,adoptee_i_have_followed_the_procedure_required_t_2,checkbox,0,I have followed the procedure required to make a consent valid in,0.7,90.1,457.9,103.6,471.4
AD-006,adoption,minor_if_this_case_involves_an_indian_child_as,checkbox,0,"If this case involves an Indian child as defined by 25 U.S.C. § 1903(4) and 22 M.R.S. § 3943(8), this",0.7,90.1,496.6,103.6,510.1
AD-006,adoption,parent_the_court_has_explained_my_parental_righ,checkbox,0,The Court has explained my parental rights and responsibilities and the consequences of this consent,0.7,90.1,548.2,103.6,561.4
AD-006,adoption,adoptee_under_the_laws_of,text,0,under the laws of,0.9,168.8,554.9,342.2,573.4
AD-006,adoption,adoptee_i_have_been_provided_information_about_t,checkbox,0,I have been provided information about the existence of the State of Maine adoption registry and the,0.7,90.1,586.9,103.6,600.5
AD-006,adoption,court_the_court_determines_that_this_consent_h,checkbox,0,The Court determines that this consent has been duly executed and was given freely after I was,0.7,90.1,625.7,103.6,639.2
AD-006,adoption,minor_the_court_determines_that_this_consent_i,checkbox,0,The Court determines that this consent is in the child’s best interest.,0.7,90.1,664.5,103.6,678.0
AD-007,adoption,parent_adopting_parent_1,text,0,Adopting Parent 1,0.9,54.5,211.2,221.8,229.7
AD-007,adoption,parent_adopting_parent_1_2,text,0,Adopting Parent 1,0.9,222.2,211.2,389.6,229.7
AD-007,adoption,parent_adopting_parent_2,text,0,Adopting Parent 2,0.9,390.1,211.2,557.5,229.7
AD-007,adoption,adoptee_1_have_you_ever_adopted,text,0,1. Have you ever adopted,0.9,54.5,225.5,221.8,244.0
AD-007,adoption,parent_adopting_parent_1_3,text,0,Adopting Parent 1,0.9,222.2,225.5,389.6,244.0
AD-007,adoption,parent_adopting_parent_2_2,text,0,Adopting Parent 2,0.9,390.1,225.5,557.5,244.0
AD-007,adoption,adoptee_when_were_they_adopted,text,0,when were they adopted?,0.9,54.5,267.4,221.8,285.8
AD-007,adoption,adoptee_when_were_they_adopted_2,text,0,when were they adopted?,0.9,222.2,267.4,389.6,285.8
AD-007,adoption,adoptee_have_you_ever_adopted,text,0,Have you ever adopted,0.9,390.1,267.4,557.5,285.8
AD-007,adoption,adoptee_how_many_their_ages,text,0,How many? Their ages?,0.9,54.5,309.2,221.8,327.7
AD-007,adoption,gal_3_are_you_legally_responsible,text,0,3. Are you legally responsible,0.9,222.2,309.2,389.6,327.7
AD-007,adoption,minor_middle_name,text,0,Are there other minor,0.9,390.1,309.2,557.5,327.7
AD-007,adoption,adoptee_your_home_how_many,text,0,your home? How many?,0.9,54.5,351.1,221.8,369.6
AD-007,adoption,adoptee_4_if_you_are_responsible_for_any,text,0,4. If you are responsible for any,0.9,222.2,351.1,389.6,369.6
AD-007,adoption,gal_are_you_legally_responsible,text,0,Are you legally responsible,0.9,390.1,351.1,557.5,369.6
AD-007,adoption,adoptee_current_in_those_payments,text,0,current in those payments?,0.9,54.5,393.1,221.8,411.6
AD-007,adoption,adoptee_5_have_you_ever_been_a_party_to,text,0,5. Have you ever been a party to,0.9,222.2,393.1,389.6,411.6
AD-007,adoption,adoptee_if_you_are_responsible_for_any,text,0,If you are responsible for any,0.9,390.1,393.1,557.5,411.6
AD-007,adoption,minor_neglected_a_child,text,0,neglected a child?,0.9,54.5,462.6,221.8,481.1
AD-007,adoption,adoptee_6_what_is_your_current,text,0,6. What is your current,0.9,222.2,462.6,389.6,481.1
AD-007,adoption,adoptee_have_you_ever_been_a_party_to,text,0,Have you ever been a party to,0.9,390.1,462.6,557.5,481.1
AD-007,adoption,adoptee_had_it,text,0,had it?,0.9,54.5,504.5,221.8,523.0
AD-007,adoption,adoptee_7_what_is_your_current_annual,text,0,7. What is your current annual,0.9,222.2,504.5,389.6,523.0
AD-007,adoption,adoptee_what_is_your_current,text,0,What is your current,0.9,390.1,504.5,557.5,523.0
AD-007,adoption,adoptee_salary,text,0,salary?,0.9,54.5,532.6,221.8,551.0
AD-007,adoption,adoptee_8_do_you_own_or_rent_your,text,0,8. Do you own or rent your,0.9,222.2,532.6,389.6,551.0
AD-007,adoption,adoptee_what_is_your_current_annual,text,0,What is your current annual,0.9,390.1,532.6,557.5,551.0
AD-007,adoption,adoptee_there,text,0,there?,0.9,54.5,574.4,221.8,592.9
AD-007,adoption,adoptee_9_if_you_rent_what_is_your,text,0,"9. If you rent, what is your",0.9,222.2,574.4,389.6,592.9
AD-007,adoption,adoptee_do_you_own_or_rent_your,text,0,Do you own or rent your,0.9,390.1,574.4,557.5,592.9
AD-007,adoption,adoptee_date,date,0,monthly rent payment?,0.9,54.5,602.5,221.8,621.0
AD-007,adoption,adoptee_10_if_you_own_what_is_your,text,0,"10. If you own, what is your",0.9,222.2,602.5,389.6,621.0
AD-007,adoption,adoptee_if_you_rent_what_is_your,text,0,"If you rent, what is your",0.9,390.1,602.5,557.5,621.0
AD-007,adoption,adoptee_date_2,date,0,monthly mortgage payment?,0.9,54.5,630.6,221.8,649.1
AD-007,adoption,adoptee_11_if_you_own_your_home_what,text,0,"11. If you own your home, what",0.9,222.2,630.6,389.6,649.1
AD-007,adoption,adoptee_if_you_own_what_is_your,text,0,"If you own, what is your",0.9,390.1,630.6,557.5,649.1
AD-007,adoption,adoptee_any_is_the_mortgage_on_it,text,0,"any, is the mortgage on it?",0.9,54.5,700.2,221.8,718.7
AD-007,adoption,adoptee_if_you_own_your_home_what,text,0,"If you own your home, what",0.9,222.2,700.2,389.6,718.7
AD-007,adoption,adoptee_if_you_own_your_home_what_2,text,0,"If you own your home, what",0.9,390.1,700.2,557.5,718.7
AD-007,adoption,adoptee_12_have_you_ever_been,text,1,12. Have you ever been,0.9,54.5,18.0,221.8,36.5
AD-007,adoption,adoptee_12_have_you_ever_been_2,text,1,12. Have you ever been,0.9,222.2,18.0,389.6,36.5
AD-007,adoption,adoptee_field,text,1,,0.7,390.1,18.0,557.5,36.5
AD-007,adoption,adoptee_imprisonment,text,1,imprisonment?,0.9,54.5,73.7,221.8,92.2
AD-007,adoption,adoptee_13_have_you_ever_been,text,1,13. Have you ever been,0.9,222.2,73.7,389.6,92.2
AD-007,adoption,adoptee_have_you_ever_been,text,1,Have you ever been,0.9,390.1,73.7,557.5,92.2
AD-007,adoption,adoptee_violence,text,1,violence?,0.9,54.5,115.6,221.8,134.0
AD-007,adoption,adoptee_14_have_you_ever_had_a,text,1,14. Have you ever had a,0.9,222.2,115.6,389.6,134.0
AD-007,adoption,adoptee_have_you_ever_been_2,text,1,Have you ever been,0.9,390.1,115.6,557.5,134.0
AD-007,adoption,adoptee_final_order_against_you,text,1,final order against you?,0.9,54.5,171.2,221.8,189.7
AD-007,adoption,adoptee_middle_name,text,1,15. Are there any criminal or,0.9,222.2,171.2,389.6,189.7
AD-007,adoption,adoptee_have_you_ever_had_a,text,1,Have you ever had a,0.9,390.1,171.2,557.5,189.7
AD-007,adoption,court_you_in_any_court,text,1,you in any court?,0.9,54.5,213.2,221.8,231.7
AD-007,adoption,adoptee_16_what_is_the_highest_grade,text,1,16. What is the highest grade,0.9,222.2,213.2,389.6,231.7
AD-007,adoption,adoptee_middle_name_2,text,1,Are there any criminal or,0.9,390.1,213.2,557.5,231.7
AD-007,adoption,adoptee_school,text,1,school?,0.9,54.5,255.1,221.8,273.6
AD-007,adoption,adoptee_17_are_you_currently_involved,text,1,17. Are you currently involved,0.9,222.2,255.1,389.6,273.6
AD-007,adoption,adoptee_what_is_the_highest_grade,text,1,What is the highest grade,0.9,390.1,255.1,557.5,273.6
AD-007,adoption,adoptee_19_list_your_current_employer_s,text,1,19. List your current employer’s,0.9,54.5,559.7,221.8,578.2
AD-007,adoption,adoptee_19_list_your_current_employer_s_2,text,1,19. List your current employer’s,0.9,222.2,559.7,389.6,578.2
AD-007,adoption,adoptee_field_2,text,1,,0.7,390.1,559.7,557.5,578.2
AD-007,adoption,adoptee_full_name,text,1,20. List the name(s) and,0.9,54.5,601.6,221.8,620.0
AD-007,adoption,adoptee_full_name_2,text,1,20. List the name(s) and,0.9,222.2,601.6,389.6,620.0
AD-007,adoption,adoptee_list_your_current_employer_s,text,1,List your current employer’s,0.9,390.1,601.6,557.5,620.0
AD-007,adoption,adoptee_ad_007_rev_09_19,text,1,"AD-007, Rev. 09/19",0.9,54.5,712.4,221.8,730.9
AD-007,adoption,adoptee_page_2_of_3,text,1,Page 2 of 3,0.9,222.2,712.4,389.6,730.9
AD-007,adoption,adoptee_full_name_3,text,1,List the name(s) and,0.9,390.1,712.4,557.5,730.9
AD-007,adoption,adoptee_field_3,text,2,,0.7,54.5,18.0,221.8,36.5
AD-007,adoption,adoptee_field_4,text,2,,0.7,222.2,18.0,389.6,36.5
AD-007,adoption,adoptee_field_5,text,2,,0.7,390.1,18.0,557.5,36.5
AD-007,adoption,adoptee_21_how_many_times_have_you,text,2,21. How many times have you,0.9,54.5,115.1,221.8,133.6
AD-007,adoption,adoptee_21_how_many_times_have_you_2,text,2,21. How many times have you,0.9,222.2,115.1,389.6,133.6
AD-007,adoption,adoptee_field_6,text,2,,0.7,390.1,115.1,557.5,133.6
AD-007,adoption,adoptee_been_married,text,2,been married?,0.9,54.5,143.2,221.8,161.6
AD-007,adoption,adoptee_22_have_you_ever_been,text,2,22. Have you ever been,0.9,222.2,143.2,389.6,161.6
AD-007,adoption,adoptee_how_many_times_have_you,text,2,How many times have you,0.9,390.1,143.2,557.5,161.6
AD-007,adoption,adoptee_all_divorce_decrees,text,2,all divorce decrees.,0.9,54.5,185.0,221.8,203.5
AD-007,adoption,adoptee_23_if_you_are_married_when_did,text,2,"23. If you are married, when did",0.9,222.2,185.0,389.6,203.5
AD-007,adoption,adoptee_have_you_ever_been_3,text,2,Have you ever been,0.9,390.1,185.0,557.5,203.5
AD-007,adoption,adoptee_you_marry_your_current_spouse,text,2,you marry your current spouse?,0.9,54.5,213.2,221.8,231.7
AD-007,adoption,adoptee_you_marry_your_current_spouse_2,text,2,you marry your current spouse?,0.9,222.2,213.2,389.6,231.7
AD-007,adoption,adoptee_if_you_are_married_when_did,text,2,"If you are married, when did",0.9,390.1,213.2,557.5,231.7
AD-007,adoption,adoptee_your_partner,text,2,your partner?,0.9,54.5,255.1,221.8,273.6
AD-007,adoption,adoptee_25_have_you_ever_had_an,text,2,25. Have you ever had an,0.9,222.2,255.1,389.6,273.6
AD-007,adoption,adoptee_if_you_are_not_married_how,text,2,"If you are not married, how",0.9,390.1,255.1,557.5,273.6
AD-007,adoption,adoptee_private_agency,text,2,private agency?,0.9,54.5,310.8,221.8,329.3
AD-007,adoption,court_description,text,2,Add here any explanation of any one of the foregoing answers that you wish to explain to the court and,0.9,222.2,310.8,389.6,329.3
AD-007,adoption,court_description_2,text,2,Add here any explanation of any one of the foregoing answers that you wish to explain to the court and,0.9,390.1,310.8,557.5,329.3
AD-008,adoption,adoptee_full_name,text,0,Name of Adoptee,0.7,45.0,177.0,445.0,198.7
AD-008,adoption,adoptee_full_name_2,currency,0,"For each service provided, include the following: A) name and address of payee; B) amount or value that",0.7,54.0,297.8,454.0,326.5
AD-008,adoption,parent_counseling_services_provided_to_legal_pa,checkbox,0,"Counseling services provided to legal parent 2 in connection with surrender and release,",0.7,90.9,475.5,100.4,485.3
AD-009,adoption,adoptee_full_name,text,0,Name of Adoptee,0.7,45.0,165.4,445.0,185.0
AD-011,adoption,court_county,text,0,COUNTY PROBATE COURT,0.9,72.0,97.3,180.0,115.9
AD-011,adoption,case_number,text,0,DOCKET NO.,0.9,432.5,97.3,522.0,115.9
AD-011,adoption,adoptee_full_name,text,0,Name of Adoptee,0.9,104.6,124.9,324.0,143.5
AD-011,adoption,adoptee_full_name_2,text,0,Name of Adoptee,0.7,180.0,161.1,572.0,178.0
AD-011,adoption,petitioner_full_name,text,0,"Full name, mailing address, telephone number of each Petitioner",0.7,144.0,225.4,544.0,260.8
AD-011,adoption,petitioner_legal_residence_of_each_petitioner,text,0,Legal residence of each Petitioner,0.7,144.0,280.6,544.0,316.0
AD-011,adoption,petitioner_dob,date,0,Date of birth of each Petitioner,0.7,144.0,335.8,544.0,357.4
AD-011,adoption,adoptee_full_name_3,text,0,Other names by which Adoptee has been known,0.7,144.0,487.6,544.0,509.2
AD-011,adoption,petitioner_full_name_2,text,0,Petitioner adopted _____________________________________ (name of Adoptee),0.7,108.0,641.7,508.0,663.3
AD-011,adoption,adoptee_date_signed,date,0,(date of decree) in the Country of  ________________________________________,0.7,108.0,683.1,508.0,704.7
AD-011,adoption,adoptee_full_name_4,text,0,(name of foreign Country) at ____________________________________________,0.7,108.0,703.8,508.0,725.5
AD-011,adoption,adoptee_full_name_5,text,0,_____________________ (name of Adoptee) under the laws of said foreign Country.,0.7,108.0,745.2,508.0,790.0
AD-011,adoption,petitioner_full_name_3,text,1,"A change of name  IS  IS NOT requested.  If requested, Petitioner requests name of",0.7,108.0,163.2,508.0,198.7
AD-011,adoption,adoptee_adoptee_be_changed_to,text,1,Adoptee be changed to:,0.9,104.0,196.1,216.0,214.7
AD-011,adoption,adoptee_date_signed_2,date,1,Dated:,0.9,103.9,237.5,216.0,256.1
AD-011,adoption,adoptee_full_name_6,text,1,Name,0.9,72.0,473.6,265.2,492.1
AD-011,adoption,adoptee_address_street,text,1,Address,0.9,72.0,500.5,265.2,519.0
AD-011,adoption,adoptee_address_street_2,text,1,Address,0.9,72.0,527.3,265.2,545.8
AD-011,adoption,adoptee_phone,text,1,Phone Number,0.9,72.0,553.2,265.2,571.7
AD-011,adoption,adoptee_maine_bar_number,text,1,Maine Bar Number,0.9,72.0,579.1,265.2,597.6
AD-011,adoption,adoptee_1_18_c_m_r_s_9_312,text,1,1 18-C M.R.S. § 9-312.,0.9,72.0,629.2,216.0,647.8
AD-012,adoption,court_county,text,0,County:,0.9,76.0,67.5,198.1,86.0
AD-012,adoption,adoptee_location,text,0,Location:,0.9,423.2,67.5,558.2,86.0
AD-012,adoption,case_number,text,0,Docket No.,0.9,91.3,82.0,198.1,100.5
AD-012,adoption,case_number_2,text,0,Docket No.,0.9,431.7,82.0,558.2,100.5
AD-012,adoption,adoptee_full_name,text,0,Name:,0.9,93.3,273.6,342.2,292.1
AD-012,adoption,adoptee_dob,date,0,Date of birth:,0.9,404.2,273.6,517.7,292.1
AD-012,adoption,adoptee_place_of_birth,text,0,Place of birth:,0.9,126.3,297.9,522.2,316.4
AD-012,adoption,gal_legal_residence,text,0,Legal residence:,0.9,136.6,321.9,522.2,340.4
AD-012,adoption,adoptee_full_name_2,text,0,Name:,0.9,95.1,376.6,342.2,395.1
AD-012,adoption,adoptee_dob_2,date,0,Date of birth:,0.9,404.2,376.6,522.2,395.1
AD-012,adoption,gal_legal_residence_2,text,0,Legal residence:,0.9,138.3,400.6,522.2,419.1
AD-012,adoption,adoptee_address_street,text,0,Mailing address:,0.9,139.6,424.9,522.2,443.4
AD-012,adoption,minor_middle_name,text,0,Relationship to minor child:,0.9,189.6,449.1,522.2,467.6
AD-012,adoption,adoptee_full_name_3,text,0,Name:,0.9,95.1,506.2,342.2,524.7
AD-012,adoption,adoptee_dob_3,date,0,Date of birth:,0.9,404.2,506.2,522.2,524.7
AD-012,adoption,gal_legal_residence_3,text,0,Legal residence:,0.9,138.3,532.2,522.2,550.7
AD-012,adoption,adoptee_address_street_2,text,0,Mailing address:,0.9,139.6,558.2,522.2,576.7
AD-012,adoption,minor_middle_name_2,text,0,Relationship to minor child:,0.9,189.6,582.5,522.2,601.0
AD-012,adoption,adoptee_full_name_4,text,0,Name:,0.9,93.3,642.2,342.2,660.7
AD-012,adoption,adoptee_dob_4,date,0,Date of birth:,0.9,404.2,642.2,522.2,660.7
AD-012,adoption,gal_legal_residence_4,text,0,Legal residence:,0.9,136.6,668.2,522.2,686.7
AD-012,adoption,adoptee_address_street_3,text,0,Mailing address:,0.9,137.8,694.2,522.2,712.7
AD-012,adoption,adoptee_dob_5,date,1,Date of birth:,0.9,93.3,64.0,342.2,82.5
