field_id,label,widget_id,type,data_type,category,subcategory,slot_group,slot_index,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
county,County,W001,text,text,case_constant,county,,,0,green,Y,,,case_dict.county,populate_from_case_dict
docket_number,Docket Number,W002,text,docket_number,case_constant,docket_number,,,0,green,Y,,,case_dict.docket_number,populate_from_case_dict
estate_of_decedent,Estate Of Decedent,W003,text,person_name,case_constant,estate_of_decedent,,,0,green,Y,,,case_dict.estate_of_decedent,populate_from_case_dict
petitioner_info,Petitioner Info,W004,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
decedent_death_date,Decedent Death Date,W005,date,date,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
probate_date,Probate Date,W006,date,date,case_constant,probate_date,,,0,green,Y,,,case_dict.probate_date,populate_from_case_dict
election_extension_status,Election Extension Status,,select_one,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
probate_estate_value,Probate Estate Value,W011,currency,currency,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
augmented_estate_value,Augmented Estate Value,W013,currency,currency,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
transferees_name_1,Transferees Name 1,W014,text,text,narrative_derived,repeating_slot,transferees,1,20,yellow,,Y,,llm_over_narrative,
transferees_address_1,Transferees Address 1,W015,text,text,narrative_derived,repeating_slot,transferees,1,20,yellow,,Y,,llm_over_narrative,
transferees_property_1,Transferees Property 1,W016,text,text,narrative_derived,repeating_slot,transferees,1,20,yellow,,Y,,llm_over_narrative,
transferees_name_2,Transferees Name 2,W017,text,text,narrative_derived,repeating_slot,transferees,2,20,yellow,,Y,,llm_over_narrative,
transferees_address_2,Transferees Address 2,W018,text,text,narrative_derived,repeating_slot,transferees,2,20,yellow,,Y,,llm_over_narrative,
transferees_property_2,Transferees Property 2,W019,text,text,narrative_derived,repeating_slot,transferees,2,20,yellow,,Y,,llm_over_narrative,
transferees_name_3,Transferees Name 3,W020,text,text,narrative_derived,repeating_slot,transferees,3,20,yellow,,Y,,llm_over_narrative,
transferees_address_3,Transferees Address 3,W021,text,text,narrative_derived,repeating_slot,transferees,3,20,yellow,,Y,,llm_over_narrative,
transferees_property_3,Transferees Property 3,W022,text,text,narrative_derived,repeating_slot,transferees,3,20,yellow,,Y,,llm_over_narrative,
transferees_name_4,Transferees Name 4,W023,text,text,narrative_derived,repeating_slot,transferees,4,20,yellow,,Y,,llm_over_narrative,
transferees_address_4,Transferees Address 4,W024,text,text,narrative_derived,repeating_slot,transferees,4,20,yellow,,Y,,llm_over_narrative,
transferees_property_4,Transferees Property 4,W025,text,text,narrative_derived,repeating_slot,transferees,4,48,orange,,Y,,llm_over_narrative,
transferees_name_5,Transferees Name 5,W026,text,text,narrative_derived,repeating_slot,transferees,5,48,orange,,Y,,llm_over_narrative,
transferees_address_5,Transferees Address 5,W027,text,text,narrative_derived,repeating_slot,transferees,5,48,orange,,Y,,llm_over_narrative,
transferees_property_5,Transferees Property 5,W028,text,text,narrative_derived,repeating_slot,transferees,5,48,orange,,Y,,llm_over_narrative,
transferees_name_6,Transferees Name 6,W029,text,text,narrative_derived,repeating_slot,transferees,6,20,yellow,,Y,,llm_over_narrative,
transferees_address_6,Transferees Address 6,W030,text,text,narrative_derived,repeating_slot,transferees,6,20,yellow,,Y,,llm_over_narrative,
transferees_property_6,Transferees Property 6,W031,text,text,narrative_derived,repeating_slot,transferees,6,20,yellow,,Y,,llm_over_narrative,
transferees_name_7,Transferees Name 7,W032,text,text,narrative_derived,repeating_slot,transferees,7,20,yellow,,Y,,llm_over_narrative,
