field_id,label,widget_id,type,data_type,category,subcategory,slot_group,slot_index,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
county_probate_court,County Probate Court,,text,entity_name,case_constant,county_probate_court,,,0,green,Y,,,case_dict.county_probate_court,populate_from_case_dict
docket_number,Docket Number,,text,docket_number,case_constant,docket_number,,,0,green,Y,,,case_dict.docket_number,populate_from_case_dict
estate_name,Estate Name,W003,text,text,case_constant,estate_name,,,0,green,Y,,,case_dict.estate_name,populate_from_case_dict
petitioner_contact,Petitioner Contact,W004,text,text,party_attr,petitioner,,,20,yellow,Y,,,petitioner_record.petitioner,
petitioner_interest,Petitioner Interest,,select_many,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
petitioner_interest_other,Petitioner Interest Other,W012,text,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
court_requests,Court Requests,,select_many,text,narrative_derived,free_text,,,5,green,,Y,,llm_over_narrative,
signature_date,Signature Date,W022,date,signature,signature,signature_date,,,5,green,,,Y,wet_ink,
signature_name,Signature Name,W023,text,signature,signature,signature_name,,,5,green,,,Y,wet_ink,
attorney_name,Attorney Name,W024,text,person_name,party_attr,attorney,,,0,green,Y,,,attorney_record.attorney,
attorney_address,Attorney Address,W025,text,address,party_attr,attorney,,,0,green,Y,,,attorney_record.attorney,
attorney_phone,Attorney Phone,W027,text,phone,party_attr,attorney,,,0,green,Y,,,attorney_record.attorney,
attorney_bar_number,Maine Bar Number,,text,text,party_attr,attorney,,,5,green,Y,,,case_dict.attorney,
attorney_email,Email Address,W028,text,text,party_attr,attorney,,,5,green,Y,,,case_dict.attorney,
